시설명,카테고리,시도 명칭,위도,경도,전화번호,홈페이지,휴무일,운영시간,장애인용 출입문,장애인 화장실 유무,장애인 전용 주차장 여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부
석면안전홍보관,전시/공연,인천광역시,37.48061162,126.752883,,www.kosha.or.kr/kosha/index.do,정보없음,월요일-금요일 09:00-18:00,Y,Y,Y,N,Y
석모도만남의광장,문화관광/명소,인천광역시,37.69465868,126.350076,,정보없음,정보없음,정보없음,N,N,Y,Y,N
석모도자연휴양림,문화관광/명소,인천광역시,37.69421153,126.323549,032-932-1100,forest.ganghwa.go.kr,연중무휴,"[당일관람] 09:00-18:00(17:00까지 입장가능,[숙박시설] 당일14:00-익일11:00",Y,Y,Y,Y,N
석문공원축구장,레저/체육/공원,충청남도,37.00476383,126.596129,041-360-6535,정보없음,정보없음,정보없음,N,N,Y,N,N
석박물관,전시/공연,경기도,37.18310527,126.693873,,정보없음,정보없음,"10월-3월 09:00-18:30,4월-9월 09:00-19:30",N,N,N,N,N
석보차박물관,전시/공연,경기도,37.78956986,126.69542,0507-1346-0072,정보없음,"매주 월요일, 화요일, 공휴일",수-일요일 11:30-18:00,N,N,N,N,N
석봉도자기미술관,전시/공연,강원도,38.19795098,128.582563,033-638-7711,www.dogong.net/,매주 월요일,10:00-18:00,Y,N,N,N,N
석산생태농원,문화관광/명소,경상북도,36.18911782,128.8601,054-383-0468,xn--oy2b91klj.com/,매주 월요일,"평일 09:00-18:00 / 전화예약,주말,공휴일 09:00-18:00 / 순번표지급",N,N,N,Y,N
석송목장,문화관광/명소,충청남도,36.49276696,126.95518,,ssfarm.modoo.at/,정보없음,사전문의,N,N,N,N,N
석수체육공원야구장,레저/체육/공원,경기도,37.4222192,126.902745,031-389-5288,www.auc.or.kr/sssports/contents/view?contentsNo=101&menuLevel=2&menuNo=103,정보없음,07:00-23:00,Y,Y,Y,Y,N
석은미술문화재단,전시/공연,서울특별시,37.59824682,126.985995,02-764-2591,www.seokeun.com/,"매주 토요일, 일요일, 공휴일","10:00-15:00, 전시 하루 전까지 사전 관람예약 필수",N,N,N,N,N
석장리미술관,전시/공연,경기도,38.05396568,126.917642,0507-1379-2085,www.sj-gallery.com/,상시변동,입실 15:00-퇴실 11:00,Y,N,N,Y,N
석장리박물관,전시/공연,충청남도,36.44795203,127.187588,041-840-8924,www.gongju.go.kr/sjnmuseum,공휴일,매일 09:00-18:00,Y,Y,Y,Y,Y
석정문학관,전시/공연,전라북도,35.73991758,126.735381,063-584-0560,shinseokjeong.com/main/,공휴일,"하절기(3월-10월) : 09:00-18:00,동절기(11월-익년2월) : 09:00-17:00",Y,Y,Y,N,N
석정힐CC,레저/체육/공원,전라북도,35.4300774,126.741628,063-560-7000,www.hillcc.com//,연중무휴,예약제,N,N,N,N,N
석창원,문화관광/명소,경기도,37.5366644,127.318335,031-775-1835,정보없음,정보없음,정보없음,Y,Y,Y,Y,Y
석촌호수아뜰리에,전시/공연,서울특별시,37.50677711,127.098244,02-2147-3246,정보없음,정보없음,정보없음,Y,Y,N,Y,N
석화촌휴양림,문화관광/명소,경기도,37.65265343,127.19024,,정보없음,정보없음,정보없음,N,N,N,N,N
선감 어촌체험마을,전시/공연,경기도,37.22057181,126.629912,,www.선감어촌체험마을.kr,정보없음,매일 09:00-17:00,N,Y,N,Y,N
선갤러리,전시/공연,서울특별시,37.57292267,126.985722,02-734-0458,www.sungallery.co.kr/,"매주 일요일, 공휴일",10:00-18:00,N,N,N,Y,N
선교문화회관,전시/공연,인천광역시,37.4705382,126.668763,032-865-8001,www.dohwa.or.kr/dohwa/index_tong.asp,대관개념이라 유동적,대관여부에따라 다름,Y,Y,Y,N,N
선교역사기념관,전시/공연,인천광역시,37.52094131,126.732111,032-515-5995,www.cmmk.or.kr,"매주 월요일, 공휴일","평일: 오전 10:00-오후 5:00,토요일: 오전 10:00-오후 4:00,주일: 오후 2:00-오후 5:00 ,입장 및 매표는 폐관 1시간 전까지 가능합니다.주일 관람은 10명 이상 사전 예약 시에만 관람이 가능합니다.",Y,N,Y,N,Y
선남골프장(2024년7월예정),레저/체육/공원,경상북도,35.91352945,128.364099,,정보없음,정보없음,정보없음,N,N,N,N,N
선녀골유원지,문화관광/명소,전라북도,36.04643423,127.34301,063-263-6677,정보없음,정보없음,정보없음,N,N,N,N,N
선녀바위해수욕장,문화관광/명소,인천광역시,37.4479935,126.384467,032-760-8838,"	www.icjg.go.kr/tour",연중무휴,00:00-24:00,N,N,N,Y,N
선녀와나무꾼테마공원,문화관광/명소,제주특별자치도,33.47962079,126.702685,,정보없음,정보없음,정보없음,Y,Y,Y,Y,Y
선농단역사문화관,전시/공연,서울특별시,37.58118377,127.031889,02-3295-5561,www.ddm.go.kr/sun/index.do,"매주 월요일, 공휴일",매일 10:00-17:00 동절기(11-2월)매일 10:00-18:00 하절기(3-10월),Y,N,Y,Y,Y
선도산성,문화관광/명소,경상북도,35.83162247,129.180245,,정보없음,정보없음,상시개방,N,N,N,Y,N
선돌극장,전시/공연,서울특별시,37.58681262,126.999765,02-747-3226,정보없음,정보없음,정보없음,N,N,N,Y,N
선동둔치축구장,레저/체육/공원,경기도,37.58017025,127.180564,031-793-8201,www.huic.co.kr/www/contents.do?key=139,매주 월요일,매일 00:00-00:30,Y,Y,Y,Y,N
선동야구장,레저/체육/공원,경기도,37.58241324,127.186668,031-790-2014,hanamsport.or.kr/www/contents.do?key=87,정보없음,"동절기(11월-03월) 08시-17시,하절기(04월-10월) 08시-18시",Y,Y,Y,Y,N
선동잔디구장,레저/체육/공원,부산광역시,35.26892769,129.11509,051-519-4124,정보없음,"매주 일요일, 공휴일",오전08:00-오후18:00 (주말:08:00-18:00),Y,N,N,N,N
선리치골프클럽,레저/체육/공원,경상북도,35.94755008,129.208154,054-777-3333,www.sunrichgc.com/,연중무휴,06:00-22:00,Y,Y,Y,Y,Y
선문대학교아산캠퍼스박물관,전시/공연,충청남도,36.80104126,127.075733,041-530-2781,museum.sunmoon.ac.kr/,"매주 토요일, 일요일, 공휴일",월-금요일 오전 10시-오후 5시까지,Y,N,N,N,N
선뮤지엄용인,전시/공연,경기도,37.278531,127.23086,,정보없음,정보없음,정보없음,N,N,N,N,N
선뮤지엄일산,전시/공연,경기도,37.66378321,126.767919,,정보없음,정보없음,정보없음,N,N,N,N,N
선바위미술관,전시/공연,경기도,37.45177261,126.999303,02-507-8588,www.seonbawi.com/,매주 월요일,"동절기 10:00-17:00, 하절기 10:00-18:00",Y,N,N,Y,N
선봉대체력단련장,레저/체육/공원,경기도,37.24615951,127.185437,031-331-7234,www.armywelfaregolf.mil.kr/intro.do,정보없음,정보없음,Y,N,Y,N,N
선부광장,레저/체육/공원,경기도,37.33392828,126.810996,031-485-1887,정보없음,연중무휴,00:00-24:00,N,N,N,N,N
선비마을2단지아파트문화회관,전시/공연,대전광역시,36.36919701,127.438885,,정보없음,정보없음,정보없음,N,N,N,N,N
선비세상,문화관광/명소,경상북도,36.93509979,128.587107,,정보없음,정보없음,정보없음,N,N,N,N,N
선사유적박물관,전시/공연,충청북도,37.02641914,127.961865,043-850-3991,정보없음,매주 월요일,09:00-17:00,Y,Y,Y,Y,Y
선사주거지,전시/공연,전라남도,34.75122156,126.583703,061-470-6655,www.yeongam.go.kr/home/historicalsite/prehistoric/yeongam.goo,"매주 토요일, 일요일, 공휴일",매일 09:00-18:00 동절기 17:00까지,N,N,N,N,N
선산농촌체험관광마을,문화관광/명소,전라북도,35.38453302,126.548957,063-561-3553,정보없음,정보없음,정보없음,N,N,N,N,N
선산문화의집,전시/공연,경상북도,36.24299211,128.300178,054-482-3060,https://tinyurl.com/2p8vvz9p,"매주 토요일, 일요일, 공휴일",09:00-18:00,Y,N,N,N,N
선산문화회관,전시/공연,경상북도,36.2438591,128.304116,054-482-1459,https://tinyurl.com/wwmbc4jd,연중무휴,"1일(08:00-18:00),오전(08:00-12:00) ,오후(13:00-17:00),야간(18:00-22:00)",Y,Y,Y,N,Y
선샤인랜드,문화관광/명소,충청남도,36.10195189,127.105998,,정보없음,정보없음,정보없음,Y,Y,Y,Y,N
선성현문화단지,문화관광/명소,경상북도,36.69825403,128.814649,054-841-0112,koreanhouse.kr/,연중무휴,00:00-24:00,N,N,N,N,N
선수포구,문화관광/명소,인천광역시,37.64090718,126.391224,032-930-3114,정보없음,연중무휴,00:00-24:00,Y,N,N,Y,N
선시골,문화관광/명소,경상북도,36.74952355,129.329782,,정보없음,정보없음,정보없음,N,N,N,N,N
선암사성보박물관,전시/공연,전라남도,34.99618213,127.327356,061-754-6062,www.seonammuseum.com/,"매주 월요일, 공휴일","매일 10:00-17:00 10월-5월, 매일 10:00-18:00 6월-9월",N,N,N,N,N
선암사전통차체험관,전시/공연,전라남도,34.99618213,127.327356,061-749-4500,정보없음,매주 월요일,매일 09:00-18:00,N,N,N,N,N
선암산성,문화관광/명소,전라남도,35.04865739,127.72606,,정보없음,정보없음,정보없음,N,N,N,Y,N
선암자연휴양림(2023년1월예정),문화관광/명소,전라북도,35.76522072,127.040922,,정보없음,정보없음,정보없음,N,N,N,N,N
선암호수공원,레저/체육/공원,울산광역시,35.51722436,129.325645,052-226-4853,정보없음,연중무휴,00:00-24:00,Y,Y,Y,Y,N
선운산도립공원,레저/체육/공원,전라북도,35.49795969,126.570187,063-560-8681,https://tinyurl.com/42xx4dt6,정보없음,일출-일몰시,N,Y,Y,Y,N
선운초서문화관,전시/공연,전라북도,35.5024807,126.586168,063-560-8685,정보없음,정보없음,정보없음,N,N,N,N,N
선월풋살구장,레저/체육/공원,전라남도,34.90908367,127.555996,061-726-7953,정보없음,연중무휴,00:00-24:00,N,N,N,N,N
선유도공원,레저/체육/공원,서울특별시,37.54238323,126.901819,02-2631-9368,parks.seoul.go.kr/template/sub/seonyudo.do,연중무휴,06:00-24:00,Y,Y,Y,Y,Y
선유도해수욕장,문화관광/명소,전라북도,35.82744151,126.410524,063-465-5186,정보없음,상시변동,00:00-24:00,N,N,N,N,N
선유동계곡야영장,문화관광/명소,충청북도,36.67958396,127.867867,,정보없음,정보없음,정보없음,N,N,N,N,N
선이인터내셔날,전시/공연,경기도,37.79113136,126.698944,02-3141-4774,sunnie.kr/,정보없음,정보없음,N,N,N,N,N
선장축구장,레저/체육/공원,충청남도,36.77801975,126.869791,041-590-0924,정보없음,정보없음,정보없음,Y,N,N,Y,N
선재미술관,전시/공연,전라북도,35.80921267,127.151724,063-288-1267,www.seohakro.com/gallery-sunjae/,매주 월요일,11:00-18:00,N,N,N,Y,N
선학경기장선학터월드,레저/체육/공원,인천광역시,37.43075584,126.701798,1522-8156,www.kooncompany.com/,정보없음,정보없음,N,N,N,N,N
선학경기장선학파크골프장,레저/체육/공원,인천광역시,37.43075584,126.701798,032-821-5721,정보없음,매주 월요일,10:00-17:00,Y,N,Y,N,N
선학국제빙상경기장,레저/체육/공원,인천광역시,37.43075584,126.701798,032-821-5723,www.seonhakicerink.or.kr/,매주 월요일,"자유스케이팅,평일 15:00-18:00,주말, 공휴일 12:00-18:00,주,보조, 컬링 경기장,06:00-18:00",Y,Y,Y,N,Y
선화기독교미술관,전시/공연,대전광역시,36.35286316,127.357942,042-525-3141,www.heavengate.or.kr/ab-1039,정보없음,정보없음,N,N,N,N,N
설갤러리,전시/공연,경기도,37.58257006,127.329451,031-576-5239,정보없음,정보없음,정보없음,N,N,N,Y,N
설계리농요전수관,전시/공연,충청북도,36.18740671,127.780052,043-742-0257,정보없음,정보없음,정보없음,Y,N,N,N,N
설레미해수욕장,문화관광/명소,전라남도,34.95861592,126.135826,,정보없음,정보없음,정보없음,N,N,N,Y,N
설렘아트홀,전시/공연,서울특별시,37.54704913,127.072382,,arthallserlem.modoo.at/,정보없음,24시간 운영,N,N,N,Y,N
설록다원강진,문화관광/명소,전라남도,34.74414574,126.703611,,정보없음,정보없음,정보없음,N,N,N,N,N
설리해수욕장,문화관광/명소,경상남도,34.750486,128.042852,055-860-3371,www.namhae.go.kr/tour/00007/00015/00071.web,연중무휴,상시개방,Y,Y,Y,Y,Y
설맞이명절선물전,전시/공연,서울특별시,37.51182391,127.059159,02-515-4855,www.fgfair.com/,정보없음,2022.12.14-12.17 오전 11:00-오후 18:00 (마지막날은 17:00 까지),Y,Y,Y,Y,Y
설매재자연휴양림,문화관광/명소,경기도,37.55686153,127.509357,031-774-6959,https://tinyurl.com/2p8dz2nu,연중무휴,09:00-17:00,Y,N,Y,Y,N
설문대여성문화센터,전시/공연,제주특별자치도,33.48439696,126.500371,064-710-4202,www.jeju.go.kr/swcenter/index.htm,정보없음,평일 09:00-18:00 교육 및 공연일정으로 변동 있음.,Y,Y,Y,N,Y
설미재미술관,전시/공연,경기도,37.66088468,127.482238,0507-1341-6276,www.artsm.kr/,매주 월요일,10:00-18:00,N,N,N,Y,N
설민민화박물관,전시/공연,경기도,37.18930594,127.277059,,정보없음,정보없음,정보없음,N,N,N,N,N
설봉공원,레저/체육/공원,경기도,37.27619039,127.42603,,정보없음,연중무휴,24시 개방,Y,N,Y,Y,N
설봉도예전시관,전시/공연,경기도,37.30315575,127.647677,,정보없음,정보없음,정보없음,N,N,N,N,N
설성산성,문화관광/명소,경기도,37.14522515,127.556433,,정보없음,정보없음,정보없음,N,N,N,Y,N
설악산국립공원,레저/체육/공원,강원도,38.13263165,128.464964,033-801-0900,https://tinyurl.com/f2bscjv6,상시변동,"계절별 탐방로별 입장 및 통제시간 상이, 시간은 홈페이지 참조",Y,Y,Y,Y,N
설악산산림수련관,전시/공연,강원도,38.22027515,128.410106,033-463-9181,정보없음,정보없음,정보없음,N,N,N,N,N
설악산자생식물원,문화관광/명소,강원도,38.19689567,128.524053,033-639-2928,정보없음,정보없음,매일09:00-18:00,Y,Y,Y,N,N
설악썬밸리CC,레저/체육/공원,강원도,38.31613191,128.511578,033-638-5362,www.sunvalley.co.kr/,정보없음,정보없음,N,N,Y,N,N
설악해수욕장,문화관광/명소,강원도,38.12857745,128.611457,033-670-2114,정보없음,정보없음,06:00-24:00 (입욕가능시간 09:00-18:00),Y,Y,Y,Y,N
설앤컴퍼니,전시/공연,서울특별시,37.51134263,127.028818,,정보없음,정보없음,정보없음,N,N,N,N,N
설예원,전시/공연,전라북도,35.81662781,127.1532,,정보없음,정보없음,정보없음,N,N,N,N,N
설지미술관,전시/공연,경기도,37.24603048,127.492364,,정보없음,정보없음,정보없음,N,N,N,N,N
설해원골든비치CC,레저/체육/공원,강원도,38.05558479,128.664155,033-670-7740,www.seolhaeone.com/golf/guide.do,정보없음,정보없음,Y,N,Y,N,N
설화문학관,전시/공연,충청남도,36.79986765,127.03057,041-542-4280,정보없음,매주 월요일,10:30-18:00,N,N,N,N,N
설화문학실,전시/공연,전라남도,34.62782423,127.324471,061-830-5990,buncheong.goheung.go.kr/,"매주 월요일, 공휴일",9:00-18:00,N,N,N,N,N
섬강유원지,문화관광/명소,강원도,37.49645509,127.982989,033-340-2114,정보없음,정보없음,정보없음,N,N,N,Y,N
섬달아트센터,전시/공연,경상남도,34.89171599,128.654112,055-637-2666,정보없음,정보없음,정보없음,N,N,N,N,N
섬유센터이벤트홀,전시/공연,서울특별시,37.50759108,127.060579,02-528-3355,c-hall.co.kr/,정보없음,정보없음,Y,Y,Y,Y,Y
섬이정원,문화관광/명소,경상남도,34.75226078,127.860652,,www.seomigarden.com/,정보없음,일출에서 일몰까지,N,N,N,Y,N
섬진강기차마을,문화관광/명소,전라남도,35.27753157,127.308287,061-363-9900,www.railtrip.co.kr/homepage/gokseong/,정보없음,매일 09:00-19:30 입장시간 09-18시 / 퇴장시간 19:30,N,N,N,N,N
섬진강기차마을증기기관차,문화관광/명소,전라남도,35.27753157,127.308287,061-362-7461,www.railtrip.co.kr/homepage/gokseong/,정보없음,정보없음,N,N,N,N,N
섬진강대나무숲길,문화관광/명소,전라남도,35.18630767,127.465293,,정보없음,정보없음,정보없음,N,N,N,N,N
섬진강댐물문화관,전시/공연,전라북도,35.60638449,127.110084,063-642-6197,정보없음,정보없음,정보없음,N,N,N,N,N
섬진강도깨비마을,전시/공연,전라남도,35.25424902,127.363209,061-363-2953,dokaebitown.modoo.at,"매주 월요일, 화요일, 공휴일",10:00-17:00,N,N,N,N,N
섬진강문화학교,전시/공연,전라남도,35.14821768,127.360368,061-362-0313,www.dokdocamping.com/,정보없음,정보없음,N,N,N,N,N
섬진강미술관,전시/공연,전라북도,35.42634164,127.218911,063-653-2296,www.artsunchang.com/,매주 월요일,10:00-18:00,N,N,N,Y,N
섬진강생태공원,레저/체육/공원,전라남도,35.31133295,127.292894,,정보없음,정보없음,정보없음,N,N,N,N,N
섬진강야구장,레저/체육/공원,전라북도,35.72259614,127.302524,063-430-8303,https://tinyurl.com/bdcpesmu,정보없음,정보없음,N,N,N,Y,N
섬진강어류생태관,전시/공연,전라남도,35.18745224,127.546523,061-850-5202,정보없음,매주 월요일,09:00-18:00,N,N,Y,N,N
섬진강천적곤충관,전시/공연,전라남도,35.28116984,127.306719,061-363-2190,정보없음,매주 월요일,10:00-18:00,N,N,Y,Y,Y
섬진아트홀,전시/공연,전라남도,35.20659381,127.469996,061-780-2194,정보없음,정보없음,정보없음,N,N,Y,N,N
섭새강변유원지,문화관광/명소,강원도,37.23147882,128.518206,1577-0545,정보없음,연중무휴,상시개방,Y,Y,Y,Y,N
섭지코지,문화관광/명소,제주특별자치도,33.42604238,126.926443,064-740-6000,정보없음,정보없음,정보없음,Y,Y,Y,Y,N
섭지코지,문화관광/명소,제주특별자치도,33.42363346,126.929731,,정보없음,정보없음,정보없음,Y,Y,Y,Y,N
섭지코지전망대,문화관광/명소,제주특별자치도,33.42604238,126.926443,,정보없음,정보없음,정보없음,Y,Y,Y,Y,N
성경전래지기념관,전시/공연,충청남도,36.13145544,126.500456,0507-1413-1816,bible1816.modoo.at/,"매주 수요일, 공휴일","하절기 : 3월-10월 (10:00-18:00), 동절기 : 11월-2월 (10:00-17:00)",Y,Y,Y,N,N
성곡미술관,전시/공연,서울특별시,37.57351051,126.969704,02-737-7650,www.sungkokmuseum.org,매주 월요일,10:00-18:00,Y,N,Y,Y,N
성균관대야구장,레저/체육/공원,서울특별시,37.67920106,127.047211,02-954-4105,정보없음,정보없음,정보없음,N,N,N,N,N
성균관대학교박물관,전시/공연,서울특별시,37.58722841,126.993115,02-760-1216,swb.skku.edu/museum,공휴일,"월요일-금요일 10:00-16:00,(단, 폐관시간 30분전까지 입실하여 주십시오.)",Y,Y,Y,Y,Y
